103.65         31.10        5.2
103.70         31.20        5.1
104.34         31.76        5  
103.59         31.10        5.1
103.45         31.15        5.1
103.42         31.05        5.1
103.79         31.20        5.2
105.64         32.72        5.1
104.49         31.76        5  
104.77         32.12        5.1
103.59         31.34        5.1
105.01         32.20        5  
103.65         31.02        5.2
104.10         31.31        5.3
103.71         31.33        5  
104.26         31.64        5  
103.61         31.37        5  
104.07         31.40        5  
105.32         32.47        5.2
104.57         31.87        5.3
103.63         31.39        5.3
104.24         31.32        5.2
105.24         32.41        5.1
105.41         32.69        5.2
105.36         32.71        5.2
105.09         32.22        5.6
105.35         32.55        5  
103.91         31.29        5.6
103.67         31.26        6.3
105.39         32.41        5  
104.46         31.96        5.3
103.48         30.97        5  
105.14         32.33        5.3
104.22         31.53        5.1
105.22         32.45        5.4
104.05         31.35        5.2
104.13         31.48        5.3
103.56         31.16        5.2
105.21         32.15        5.1
104.92         32.19        5  
103.69         31.16        5.2
104.92         32.17        5  
105.12         32.16        5.1
103.48         31.38        5.4
103.65         31.29        5.2
104.12         31.40        5.1
104.28         31.53        5.5
103.60         31.14        5.5
103.77         31.29        5.8
104.80         32.29        5.3
104.49         31.45        5.5
104.48         31.65        5.2
103.59         31.26        5.8
105.67         32.43        5.5
103.82         31.27        6.3
103.42         31.01        8.2
102.04         30.13        5  
102.34         32.99        5.1
102.43         29.09        5.3
104.18         28.10        5  
104.26         28.08        5.1
104.13         28.04        5.1
99.00          30.80        5.1
101.66         32.39        5.1
108.12         30.21        5.1
101.29         30.87        5  
99.82          30.90        5.1
99.83          30.84        5.4
99.17          31.78        5.1
101.14         29.55        6  
101.15         29.43        5.1
108.84         26.58        5.5
110.78         30.91        5  
110.45         31.10        5.1
119.57         33.04        5.3
115.40         29.70        5  
114.65         34.07        5  
110.76         35.57        5.1
115.66         29.64        5.3
115.67         29.68        5.7
111.59         21.88        5.2
111.52         36.15        5.2
83.90          36.57        5  
78.15          37.56        6.5
88.39          41.72        5.1
89.49          39.42        5  
78.23          39.31        5.1
82.31          36.01        5  
82.43          36.06        5  
82.44          36.00        5.7
82.51          36.14        7.3
82.46          36.15        5.4
79.02          40.28        5.3
86.73          36.81        5.7
88.01          38.73        5  
90.45          40.35        5.3
78.18          39.99        5.2
75.50          39.73        5  
75.05          39.86        5  
89.48          38.24        5.2
81.35          39.45        5.9
77.00          38.40        5  
81.53          35.62        5.1
82.40          36.40        5.5
77.20          39.90        5.8
79.09          40.38        5  
75.21          39.49        5  
87.53          36.76        5  
74.70          39.89        5.3
86.70          36.60        5.1
94.50          41.89        5.3
77.01          39.94        5.1
81.47          35.74        5  
81.70          35.54        5.1
78.60          40.80        5.2
81.33          35.31        5  
74.04          39.71        5  
74.37          39.74        5.1
74.29          39.74        5  
74.26          39.52        5  
74.19          39.44        5.1
87.12          37.86        5.2
81.47          35.46        5  
75.06          39.61        5  
81.63          35.77        5  
81.66          35.77        5.1
81.63          35.84        5.1
81.35          35.22        5  
81.47          35.46        5.3
81.62          35.68        5  
81.57          35.56        5  
81.53          35.63        5.2
81.57          35.54        5  
81.52          35.56        5.2
81.53          35.50        5.2
81.55          35.66        5.8
81.11          35.61        6.2
81.24          35.02        5.2
81.54          35.64        7.5
84.59          36.50        5  
86.30          38.18        5  
74.95          39.91        5.1
80.80          41.70        5  
82.69          41.81        5.1
82.65          41.85        5.3
82.67          41.77        5.2
75.17          38.52        5.1
82.69          41.80        5.1
79.19          37.01        5  
79.22          37.05        5.4
79.92          39.83        5.6
77.78          39.95        5.1
77.10          39.49        5  
77.03          39.50        5  
78.93          37.08        5.1
79.39          37.31        5  
74.18          39.37        5  
75.73          38.72        5.9
77.75          39.41        5.1
80.72          36.04        5.6
77.64          39.62        5  
77.28          39.41        5.1
79.04          37.23        5  
77.34          39.48        5.8
77.51          39.65        5.3
77.44          39.54        5.2
89.05          41.73        5  
77.61          39.50        5.9
77.29          39.55        5  
77.37          39.52        5.5
77.38          39.54        5.2
77.89          39.39        5  
77.33          39.58        6.6
76.99          39.45        5.1
76.92          39.59        5.3
75.30          39.76        5.8
74.70          39.50        5  
81.76          41.63        5  
78.69          40.85        5.1
79.29          36.61        5.1
90.89          36.20        5  
75.41          39.96        5.1
74.46          39.85        5.2
86.96          38.33        5.5
81.01          35.68        5  
77.71          37.28        5.1
85.02          41.89        5.4
76.77          39.56        5.1
77.09          39.47        5  
88.71          38.26        5.6
73.17          38.68        5.1
73.29          38.72        5  
73.11          38.54        5  
73.40          38.70        5.6
73.10          38.62        5.4
74.08          38.39        5  
73.38          39.17        5.3
74.25          38.50        5.5
73.90          39.51        5.5
74.73          37.53        5.1
74.72          37.50        5  
73.38          39.57        5.1
74.10          38.51        5  
73.73          39.59        5  
73.78          39.68        5.2
73.44          39.65        5.1
73.92          39.63        5  
73.59          39.49        5  
73.73          39.70        5.1
73.80          39.30        5.3
73.98          39.66        6  
73.67          39.58        7  
73.27          39.58        5  
73.25          38.54        5.1
74.06          38.20        5  
74.60          37.40        5.4
73.60          38.40        5  
74.81          37.42        5.6
73.46          39.67        5.3
73.44          38.77        5.5
73.00          39.66        5  
73.52          38.89        5.2
74.75          38.62        5  
73.66          39.63        5.3
73.45          38.62        5.2
73.14          38.08        5.1
98.27          40.37        5.2
106.37         39.76        5.8
98.62          40.58        5.4
106.20         38.27        5  
97.05          41.65        5.3
108.25         40.62        5  
106.34         36.75        5.4
80.58          30.51        5  
87.59          28.42        5.1
87.62          28.27        5.4
95.08          32.01        5.7
91.67          32.62        5.5
95.04          31.92        5  
98.01          30.17        5  
94.85          30.34        5.1
87.25          28.40        5.9
83.34          33.06        5  
83.55          33.04        5.3
85.51          29.10        5.1
86.51          31.34        5.5
89.24          33.84        5.2
90.34          31.95        5  
90.37          31.86        5.2
89.25          33.92        5  
97.93          30.08        5  
97.91          30.06        5.1
97.91          30.06        5  
97.96          30.04        6.1
86.60          31.40        5.3
86.47          31.61        5.2
86.52          31.61        5.3
85.70          34.45        5.5
94.76          32.87        5  
94.75          32.95        5.2
82.56          35.94        6.3
88.01          29.78        5.1
82.35          34.50        5  
82.80          32.35        5.3
83.85          31.73        5.2
87.80          33.90        5.2
86.63          30.94        5  
90.42          29.89        5.3
92.92          32.31        5.3
92.75          32.71        5.7
93.05          32.36        6.1
86.80          28.40        5.3
84.00          30.94        5.1
88.60          33.30        5  
83.55          30.92        5.1
86.12          29.69        5.6
80.40          34.90        5  
83.26          30.84        5.2
86.05          31.25        6  
82.23          30.11        5.3
90.59          29.96        5.6
90.43          29.67        5.2
90.30          29.68        5  
90.24          29.74        5.4
90.35          29.81        6.7
83.77          31.05        6.2
83.41          30.77        5.3
83.40          30.78        5.2
83.19          30.73        5  
83.76          31.16        5  
83.13          30.57        5.1
83.16          30.61        5.2
83.55          30.87        5.2
83.34          30.78        5.8
83.57          30.92        6.9
88.36          35.78        5.2
88.36          35.71        5.7
91.50          32.62        5  
85.29          32.49        5.6
85.18          32.44        6.2
84.90          32.23        5.2
85.27          32.39        6.8
82.15          33.11        5  
97.70          31.39        5.6
81.88          34.48        5  
81.84          34.41        5  
82.08          34.34        6.2
95.15          31.75        5  
89.41          35.68        5  
90.59          31.62        5.9
89.63          35.34        5.8
89.65          35.48        5  
89.68          35.29        5.6
95.06          31.73        5.3
81.22          30.11        5  
83.48          30.07        5  
83.59          30.37        5  
83.92          30.66        5.2
83.55          30.34        5.3
83.73          30.62        6.6
89.42          35.65        5  
83.81          30.59        5.2
93.11          32.48        5.2
81.09          31.06        5.8
97.09          29.49        5  
92.25          32.57        5.5
83.63          30.67        5  
83.72          30.67        5.1
83.57          30.61        6.6
89.20          34.00        5.1
89.25          33.98        5  
89.28          34.08        5.3
89.30          34.00        5.1
89.12          33.87        5.1
89.13          33.93        5  
89.26          34.21        5.1
89.15          33.91        5.1
89.23          34.04        5  
89.30          34.04        5.1
89.37          33.95        6.2
89.22          34.01        5.5
89.20          33.92        5.8
91.31          31.68        5.7
89.24          34.38        5  
89.37          34.51        6  
92.26          32.63        5  
92.18          32.54        5  
92.97          32.65        5  
93.67          32.53        5  
90.14          32.67        5.2
88.33          30.02        5  
88.23          29.86        5.1
81.60          30.71        5.8
86.94          28.71        5  
87.25          29.02        5.1
86.91          34.43        6.4
92.35          32.78        5  
92.33          32.78        5.4
92.34          32.77        5  
92.33          32.77        5.2
92.21          32.75        5.4
92.29          32.74        5.1
98.03          30.50        5  
92.27          32.77        5.5
87.30          31.07        5.5
95.47          32.91        5.3
94.56          30.33        5  
92.27          29.63        5.1
95.60          31.12        5.4
95.51          31.04        5.2
92.72          32.27        5.1
99.56          26.13        5  
99.44          25.04        5  
103.09         25.31        5  
100.49         23.32        5.9
100.45         23.45        5  
100.55         23.40        6.9
103.33         27.11        6.6
99.45          28.20        5.2
99.35          28.15        5.9
99.33          28.20        5.2
99.75          25.90        5.1
99.72          25.93        5.5
99.18          24.66        5  
104.03         27.56        5.6
103.97         27.51        5.7
100.69         27.71        5.7
103.02         27.13        5.2
101.94         25.42        5.2
100.69         25.94        5  
101.04         25.54        5  
101.05         25.60        5.4
101.03         25.60        6.3
101.13         23.08        6.7
99.54          25.69        5  
101.12         23.91        5  
101.74         23.35        5.2
103.78         27.22        5.2
104.13         23.60        5.2
103.06         26.60        5.4
103.06         26.46        5.1
101.75         24.76        5  
99.17          25.10        5.1
103.76         27.25        5.5
103.72         27.31        5  
103.76         27.22        5.4
100.92         26.56        5  
101.31         25.97        5  
101.34         25.98        5.9
101.27         25.99        6.3
99.79          25.70        5.1
100.73         26.31        5  
100.62         26.33        6.1
102.75         24.35        5  
101.51         24.96        5.3
99.04          24.78        5.3
100.97         27.58        6  
99.13          24.96        6  
102.36         25.79        5.2
103.31         22.28        5  
103.11         22.19        5.1
102.31         25.72        5.4
101.13         25.63        5.1
103.70         24.25        5.4
101.19         25.59        6.4
101.21         25.56        5.8      
